Date,Original,Trend,Seasonal,Residual,Detrended
1960-01-04,59.90999984741211,52.393791197214824,4.6037898113018265,2.912418838895462,7.516208650197285
1960-01-05,60.38999938964844,52.419518561007926,4.918191864762372,3.0522889638781407,7.970480828640511
1960-01-06,60.130001068115234,52.44526322330998,4.831476881158117,2.8532609636471378,7.684737844805255
1960-01-07,59.68999862670898,52.47102529955509,4.5371853145709755,2.6817880125829134,7.21897332715389
1960-01-08,59.5,52.4968048955193,4.262659291030558,2.740535813450144,7.003195104480703
1960-01-11,58.77000045776367,52.52260210783931,3.9569961053525162,2.290402244571844,6.24739834992436
1960-01-12,58.40999984741211,52.54841702425212,3.9982435944382044,1.8633392287217845,5.861582823159992
1960-01-13,58.08000183105469,52.57424972495752,3.480039496865169,2.025712609232002,5.5057521060971695
1960-01-14,58.400001525878906,52.600100283868485,3.3993327122695725,2.400568529740852,5.799901242010421
1960-01-15,58.380001068115234,52.625968768230855,3.31286779001479,2.441164509869587,5.754032299884379
1960-01-18,57.88999938964844,52.65185523754975,3.2343883438821264,2.0037558082165603,5.238144152098684
1960-01-19,57.27000045776367,52.67775974351998,2.8432334659198704,1.7490072483238208,4.592240714243694
1960-01-20,57.06999969482422,52.703682331227355,2.590315745062238,1.7760016185346217,4.366317363596863
1960-01-21,57.209999084472656,52.7296230400314,2.9135549391152282,1.566821105326028,4.4803760444412575
1960-01-22,57.380001068115234,52.75558190377091,3.052701325309718,1.571717839034605,4.624419164344324
1960-01-25,56.77999877929688,52.781558951248066,2.6735665803313173,1.3248732477174983,3.9984398280488165
1960-01-26,56.86000061035156,52.80755420648638,2.723145983040064,1.3293004208251205,4.052446403865183
1960-01-27,56.720001220703125,52.83356768931583,2.7064834543258303,1.17995007706147,3.886433531387297
1960-01-28,56.130001068115234,52.85959941559305,2.3410131039367394,0.9293885485854432,3.2704016525221817
1960-01-29,55.61000061035156,52.88564939769913,1.9553115698846826,0.7690396427677442,2.7243512126524294
1960-02-01,55.959999084472656,52.91171764532364,2.037984697741255,1.010296741407764,3.048281439149015
1960-02-02,56.81999969482422,52.93780416584219,2.5190278437312448,1.3631676852507866,3.882195528982031
1960-02-03,56.31999969482422,52.9639089636202,2.232663468714621,1.1234272624894004,3.35609073120402
1960-02-04,56.27000045776367,52.99003203915887,2.220109369387224,1.0598590492175788,3.2799684186048026
1960-02-05,55.97999954223633,53.01617338948065,2.1406835716764063,0.8231425810792743,2.9638261527556793
1960-02-08,55.31999969482422,53.042333008552745,1.8036304977316604,0.474036188539813,2.2776666862714734
1960-02-09,55.84000015258789,53.068510888076496,2.1538234723958434,0.6176657921155524,2.771489264511395
1960-02-10,55.4900016784668,53.09470701835288,2.1231964045560603,0.27209825555785727,2.395294660113919
1960-02-11,55.18000030517578,53.120921388347256,2.048050490970892,0.011028425857631419,2.0590789168285255
1960-02-12,55.459999084472656,53.147153986553434,2.1122434645023844,0.2006016334168379,2.3128450979192223
1960-02-15,55.16999816894531,53.17340480168352,1.9776937111686572,0.018899656093140038,1.996593367261795
1960-02-16,54.72999954223633,53.199673822482495,1.8486087790573775,-0.31828305930354617,1.530325719753833
1960-02-17,55.02999877929688,53.22596103822362,1.874236641523107,-0.07019890044984578,1.8040377410732589
